PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY
FL-I-15155,"EUROWINES U.S.A., LLC", ,8277 NW 56TH ST,DORAL,FL,33166,4028,MIAMI-DADE
FL-I-15156,"CC DISTRIBUTION, LLC", ,10890 SW 186TH  ST,MIAMI,FL,33157,6788,MIAMI-DADE
FL-I-15157,"NATALIA ENTERPRISES, INC.", ,1826 BOYCE ST,SARASOTA,FL,34239,3830,SARASOTA
FL-I-15158,MARKETING GLOBAL BRANDS CORP, ,1015 PARK CENTRE BLVD,MIAMI GARDENS,FL,33169,5340,MIAMI-DADE
FL-I-15159,"AMAVINI, INC.", ,10913  NE 9 COURT,MIAMI,FL,33161,7603,MIAMI-DADE
FL-I-1516,LACONTE IMPORT EXPORT INC., ,1111 LAKE TER,BOYNTON BEACH,FL,33426,4278,PALM BEACH
FL-I-15160,JEREZ GROUP INC., ,4033 SW 96TH AVE,MIAMI,FL,33165,5104,MIAMI-DADE
FL-I-15161,ANSON IMPORTS LTD. CO., ,3363 NE 163RD  ST,NORTH MIAMI BEACH,FL,33160,4423,MIAMI-DADE
FL-I-15162,ENRIQUILLO PENA,PENA INTERNATIONAL,12123 W SAMPLE RD,CORAL SPRINGS,FL,33065,3168,BROWARD
FL-I-15163,"BFB HOLDINGS, LLC", ,7345 COLDSTREAM DR,HIALEAH,FL,33015,2203,MIAMI-DADE
FL-I-15164,"DUTY FREE AMERICAS MIAMI, LLC",DUTY FREE AMERICAS,6100 HOLLYWOOD BLVD,HOLLYWOOD,FL,33024,7900,BROWARD
FL-I-15165,COZA INTERNATIONAL CORP., ,5509 NW 72ND AVE,MIAMI,FL,33166,4205,MIAMI-DADE
FL-I-15166,BIERHAUS LLC, ,252 SAM MARKS RD,CRAWFORDVILLE,FL,32327,5034,WAKULLA
FL-I-15167,WINELINK IMPORTS CORP., ,8469 NW 70TH ST,MIAMI,FL,33166,2668,MIAMI-DADE
FL-I-15168,FIT-FOOD FLORIDA CO., ,1500  BAY  RD,MIAMI,FL,33139,3221,MIAMI-DADE
FL-I-15169,"DIVINO GLOBAL IMPORTS, CORP.", ,10219 GENERAL DR,ORLANDO,FL,32824,8529,ORANGE
FL-I-1517,C & B IMPORTERS CORP., ,8404 NW 66TH ST,MIAMI,FL,33166,2629,MIAMI-DADE
FL-I-15170,"FAR SIDE OF THE WORLD IMPORTS, INC.", ,11265 NW 18TH CT,PLANTATION,FL,33323,2216,BROWARD
FL-I-15171,"PREMIUM BLEND, INC.",PREMIUM BLEND COCKTAILS,2661 W 81ST ST,HIALEAH,FL,33016,2756,MIAMI-DADE
FL-I-15172,"FRUTVEN OF FLORIDA, INC.", ,7337 NW 37TH AVE,MIAMI,FL,33147,5813,MIAMI-DADE
FL-I-15173,RACHNA MEHRA,WINES UNLIMITED USA,331 CATFISH CREEK RD,LAKE PLACID,FL,33852,9030,HIGHLANDS
FL-I-15175,SOB IMP0RTERS LLC, ,738 S 50TH  ST,TAMPA,FL,33619,3624,HILLSBOROUGH
FL-I-15177,"CLEVER IMPORTS, LLC", ,1665 PALM BEACH LAKES BLVD,WEST PALM BEACH,FL,33401,2106,PALM BEACH
FL-I-15179,"ITALTOP, INC.", ,8292 NW 66TH ST,MIAMI,FL,33166,2720,MIAMI-DADE
FL-I-1518,"SOPRODI LTDA , L.L.C.",SOPRODI FOODS,2025 NW 102ND AVE,DORAL,FL,33172,2233,MIAMI-DADE
FL-I-15180,"BARBOSA ENTERPRISES, INC.", ,47 NANCY LN,SANTA ROSA BEACH,FL,32459,4259,WALTON
FL-I-15181,CARIBBEAN FOOD AND BEVERAGE DEPOT INC., ,195 SW 79 CT,MIAMI,FL,33144,2235,MIAMI-DADE
FL-I-15182,"AMERICAN BEVERAGE DEPOT, LLC", ,7350 NW 77TH ST,MEDLEY,FL,33166,2206,MIAMI-DADE
FL-I-15183,"BROWARD DUTY FREE, LLC",BROWARD DUTY FREE,3939 NW 25TH ST,MIAMI,FL,33142,6721,MIAMI-DADE
FL-I-15184,SELECTION DEVINE LLC, ,16500 COLLINS AVE,N MIAMI BEACH,FL,33160,4587,MIAMI-DADE
FL-I-15186,SAN RAFAEL IMPORT COMPANY, ,1920 TAMPA EAST BLVD,TAMPA,FL,33619,3024,HILLSBOROUGH
FL-I-15187,"J.J. TAYLOR DISTRIBUTING FLORIDA, INC.", ,2040 PARK 82ND  DR,FORT MYERS,FL,33905,3724,LEE
FL-I-15188,"SAFECO IMPORTS, INC.", ,5970 PHILIPS  HWY,JACKSONVILLE,FL,32216,5917,DUVAL
FL-I-15189,GLOBAL TRADING AKOR CORP., ,888 BRICKELL KEY DR,MIAMI,FL,33131,2604,MIAMI-DADE
FL-I-1519,"GIACOBAZZI IMPORTS, INC.", ,20905 LA WUESTA CT,BOCA RATON,FL,33428,1234,PALM BEACH
FL-I-15190,"VAN GOGH GLOBAL, LLC",VAN GOGH GLOBAL,6520 PINECASTLE BLVD,ORLANDO,FL,32809,6681,ORANGE
FL-I-15191,TIKI TEQUILA OF AMERICA INC,TIKI TEQUILA OF AMERICA,2521  NE 46TH ST,LIGHTHOUSE POINT,FL,33064,7258,BROWARD
FL-I-15192,"S & L IMPORTS, INC",S & L IMPORTS,9900 W BAY HARBOR DR,BAY HARBOR ISLANDS,FL,33154,1543,MIAMI-DADE
FL-I-15193,"LUNA SPIRITS, LLC", ,4628 ALTON RD,MIAMI BEACH,FL,33140,2807,MIAMI-DADE
FL-I-15194,PORT OF TAMPA IMPORT & EXPORT COMPANY, ,3305 E HILLSBOROUGH AVE,TAMPA,FL,33610,4531,HILLSBOROUGH
FL-I-15195,"IBERLA, LLC", ,15990 LAUREL CREEK  DR,DELRAY BEACH,FL,33446,9556,PALM BEACH
FL-I-15196,CONSOLIDATED GROUPS INTERNATIONAL (CGI) INCORPORATED,"CGI, INC.",211 MCLEOD  ST,MERRITT ISLAND,FL,32953,3463,BREVARD
FL-I-15197,"C.L. WINE & SPIRITS IMPORTS, INC.", ,8350 NW 56TH ST,MIAMI,FL,33166,4020,MIAMI-DADE
FL-I-15200,"ARARA IMPORT, INC.", ,3543 COCOPLUM CIR,COCONUT CREEK,FL,33063,5928,BROWARD
FL-I-15201,"JEMS BEVERAGES DISTRIBUTORS, LLC", ,5791 PLUNKETT ST,HOLLYWOOD,FL,33023,2379,BROWARD
FL-I-15203,"DYNADEL, LLC", ,942 HARBOR VW S,HOLLYWOOD,FL,33019,5057,BROWARD
FL-I-15204,"BANANA RIVER WINE & SPIRITS, LLC", ,748 NASSAU RD,COCOA BEACH,FL,32931,3046,BREVARD
FL-I-15205,"WINE IMPRESSIONS, LLC",WINE IMPRESSIONS,175 SW 7TH ST,MIAMI,FL,33130,2953,MIAMI-DADE
FL-I-15206,JONATHAN A. MILLEN II,DEDICATO DE PATRIS,4128 POMONA AVE,MIAMI,FL,33133,6326,MIAMI-DADE
FL-I-15207,"SOUTHERN WINE & SPIRITS OF AMERICA, INC.",SOUTHERN WINE & SPIRITS OF FLORIDA,457 CAPITAL CIR,TALLAHASSEE,FL,32301,3816,LEON
FL-I-15208,HENRY THOMAS DAVIS, ,1693 RIVERSIDE DR,TITUSVILLE,FL,32780,4729,BREVARD
FL-I-15209,VINI VERIS INC., ,3166 EDGEMOOR DR,PALM HARBOR,FL,34685,1707,PINELLAS
FL-I-1521,"GIACORELLI IMPORTS, INC.", ,20905 LA WUESTA CT,BOCA RATON,FL,33428,1234,PALM BEACH
FL-I-15210,"S SELECTIONS, LLC", ,2 NW 108TH PL,MIAMI,FL,33172,5206,MIAMI-DADE
FL-I-15211,NINETY GOING SOUTH CORP., ,960194 GATEWAY BLVD,AMELIA ISLAND,FL,32034,9116,NASSAU
FL-I-15213,"SOUTHERN WINE & SPIRITS OF AMERICA, INC.",SOUTHERN WINE & SPIRITS OF FLORIDA,1890 NW 77TH ST,OCALA,FL,34475,2470,MARION
FL-I-15214,"FRACELI GROUP, LLC",FRACELI GROUP,19449 NW 14 ST,PEMBROKE PINES,FL,33029,3202,BROWARD
FL-I-15215,"KIOMS WINE DISTRIBUTORS, LLC", ,7204 NW 84TH  AVE,MIAMI,FL,33166,2334,MIAMI-DADE
FL-I-15216,BELLA BRANDS CORPORATION, ,2251 SW 131ST TER,DAVIE,FL,33325,5137,BROWARD
FL-I-15217,"DJ DRINKS IMPORT AND EXPORT, INC.", ,600 N THACKER AVE,KISSIMMEE,FL,34741,4893,OSCEOLA
FL-I-15218,"VIGNETI D'ITALIA IMPORTS, LLC",ITALGROUP,2612 NW 112TH AVE,DORAL,FL,33172,1818,MIAMI-DADE
FL-I-1522,"WORLD WIDE LIQUORS, INC.", ,4726 SW 75TH AVE,MIAMI,FL,33155,4472,MIAMI-DADE
FL-I-15220,RANDY STEVEN WAGGONER,WAGGONER IMPORTS,2633 NW 123RD TER,CORAL SPRINGS,FL,33065,8013,BROWARD
FL-I-15221,"MEXI-DIST., INC.", ,12317 JEWEL STONE LN,FT MYERS,FL,33913,6750,LEE
FL-I-15223,"SELECTED BRANDS DISTRIBUTORS, LLC",SELECTED BRANDS,5001 NW 13TH AVE,DEERFIELD BEACH,FL,33064,8649,BROWARD
FL-I-15227,"BLUE HEAD TEQUILA, LLC", ,2806 WEDGEWOOD DR,PLANT CITY,FL,33566,0,HILLSBOROUGH
FL-I-15228,BRAND CREATORS LLC,BRAND CREATORS,22523 ESPLANADA CIR W,BOCA RATON,FL,33433,5916,PALM BEACH
FL-I-1523,CUBA LIBRE USA CORPORATION, ,2550 NW 72ND AVE,MIAMI,FL,33122,1348,MIAMI-DADE
FL-I-15230,PILSEN TRADING INC., ,20533 BISCAYNE BLVD,AVENTURA,FL,33180,1529,MIAMI-DADE
FL-I-15231,"SLSC, INC.",EXPEDITE DISTRIBUTION,2425 E LANDSTREET RD,ORLANDO,FL,32824,7927,ORANGE
FL-I-15232,"DE GUSTO, CORP.", ,3072  BIRD AVE,MIAMI,FL,33133,4573,MIAMI-DADE
FL-I-15233,"KIND WINES & KINDRED SPIRITS, INC.",KIND WINES & KINDRED SPIRITS,5815  ALTON RD,MIAMI BEACH,FL,33140,2022,MIAMI-DADE
FL-I-15234,EARL MYERS,EM+P,357 ALMERIA AVE,CORAL GABLES,FL,33134,5818,MIAMI-DADE
FL-I-15235,"(W.P.F.) UNITED WINES & SPIRITS, LLC", ,2099 W ATLANTIC BLVD,POMPANO BEACH,FL,33069,2743,BROWARD
FL-I-15236,INTERNATIONAL SPIRITS LLC, ,6622 SOUTHPOINT DR S,JACKSONVILLE,FL,32216,8093,DUVAL
FL-I-15237,RONALD IVERSON,IVERSON INTERNATIONAL COMPANY,5940 PELICAN BAY PLZ S,GULFPORT,FL,33707,3957,PINELLAS
FL-I-1524,"SEVILLANA IMPORTS, INC.", ,11129 NW 122ND ST,MIAMI,FL,33178,3171,MIAMI-DADE
FL-I-15240,"HIDALGO IMPORTS, LLC",H. I. U,6020 NW 84TH  AVE,MIAMI,FL,33166,3317,MIAMI-DADE
FL-I-15242,OCEAN IMPORTS LLC, ,9225 ULMERTON RD,LARGO,FL,33771,3708,PINELLAS
FL-I-15244,JENNIFER E. DEANS,DEANS DISTRIBUTORS,3026 SANTA MARGARITA RD,WEST PALM BEACH,FL,33411,6454,PALM BEACH
FL-I-15246,HUGH E. HARVEY, ,81  NE 161ST  ST,N MIAMI BEACH,FL,33162,4220,MIAMI-DADE
FL-I-15248,BERENGERE COTON,SPIRIT OF EUROPE,19406 DAKOTA CT,BOCA RATON,FL,33434,2723,PALM BEACH
FL-I-15249,"VIZCAYA WINE IMPORTS, INC.", ,2031 SW 70TH ST,DAVIE,FL,33317,7325,BROWARD
FL-I-15251,"SANTIAGO MASTERBLENDERS, LLC", ,27200 NW 130TH BLVD,OKEECHOBEE,FL,34972,487,OKEECHOBEE
FL-I-15252,BEMKA CORPORATION,HOUSE OF CAVIAR AND FINE FOODS,2801 SW 3RD  AVE,FORT LAUDERDALE,FL,33315,3101,BROWARD
FL-I-15253,LOTUS ENTERPRISE LLC, ,5824 PHOEBENEST  DR,LITHIA,FL,33547,1788,HILLSBOROUGH
FL-I-15256,MULTI SALES & PRODUCTS LLC, ,155 S MIAMI AVE,MIAMI,FL,33130,1609,MIAMI-DADE
FL-I-15258,"CREOLES PATAGONIA USA, LLC", ,505 MUIRFIELD DR,ATLANTIS,FL,33462,1207,PALM BEACH
FL-I-15259,DOC IMPORTS LLC,DOC IMPORTS,6915 US HWY,RIVERVIEW,FL,33569,3242,HILLSBOROUGH
FL-I-1526,"MARWAL ART INDUSTRIES, INC.",ROM VIN IMPORT CO.,2333 BRICKELL AVE,MIAMI,FL,33129,2408,MIAMI-DADE
FL-I-15260,ZACARELLI INTERNATIONAL LLC, ,11801 NW 102ND RD,MEDLEY,FL,33178,1006,MIAMI-DADE
FL-I-15261,WINERY WINES INC., ,2677  STAR GRASS  CIR,KISSIMMEE,FL,34746,3474,OSCEOLA
FL-I-15263,"INTERNATIONAL LIQUOR IMPORTERS, INC.",INTERNATIONAL LIQUOR IMPORTERS,925 N PALMWAY,LAKE WORTH,FL,33460,2715,PALM BEACH
FL-I-15264,"HEREDAD AMERICA IMPORTS, L.L.C.",HEREDAD AMERICA IMPORTS,4485 SW 8TH ST,MIAMI,FL,33134,2563,MIAMI-DADE
FL-I-15267,"THORCO TRADE, INC.", ,2700 W ATLANTIC BLVD,POMPANO BEACH,FL,33069,5708,BROWARD
FL-I-15269,"CHIAROSCURO IMPORTS, LLC", ,2101 6TH AVE W,BRADENTON,FL,34205,5804,MANATEE
FL-I-15270,CVL INTERNATIONAL TRADE CORP., ,429  N 26TH AVE,HOLLYWOOD,FL,33020,4325,BROWARD
FL-I-15271,USA - TRANSATLANTIC INC., ,624 WHITEHEAD ST,KEY WEST,FL,33040,6571,MONROE
FL-I-15272,"ELITE PRODUCTS INTERNATIONAL, LLC", ,2751 EXECUTIVE PARK DR,WESTON,FL,33331,3661,BROWARD
FL-I-15273,"HENRY DAVIS ORGANIC SELECTIONS, INC.", ,1693 RIVERSIDE DR,TITUSVILLE,FL,32780,4729,BREVARD
FL-I-15275,"LARRIER ENTERPRISES, INC", ,3703  NW 63RD  CT,COCONUT CREEK,FL,33073,2067,BROWARD
FL-I-15277,"UVA OLIVA, INC.",PENINSULA BEVERAGE,4100 N POWERLINE RD,DEERFIELD BEACH,FL,33073,0,BROWARD
FL-I-15278,"DOPPLER AND NEWTON, INC.",NORWILL DISTRIBUTING,5001 NW 13TH AVE,DEERFIELD BEACH,FL,33064,8649,BROWARD
FL-I-15280,"House of Vodka, Inc.", ,1991 NW 81ST AVE,CORAL SPRINGS,FL,33071,6236,BROWARD
FL-I-15281,"JAG DISTRIBUTORS, INC.", ,1380  NW 78TH AVE,DORAL,FL,33126,1606,MIAMI-DADE
FL-I-15284,"IMPERIAL BRANDS, INC.",IMPERIAL BRANDS,11505 FAIRCHILD GARDENS AVE,PALM BEACH GARDENS,FL,33410,2848,PALM BEACH
FL-I-15286,"AL-RITE FRUITS AND SYRUPS, INC.", ,18524 NE 2ND AVE,MIAMI,FL,33179,4427,MIAMI-DADE
FL-I-15288,LEADING EDGE BRANDS LLC, ,156 GIRALDA  AVE,CORAL GABLES,FL,33134,5209,MIAMI-DADE
FL-I-15289,VINDAGRA USA INC, ,433 PLAZA REAL,BOCA RATON,FL,33432,3999,PALM BEACH
FL-I-1529,"BOCA IMPORTS, INC.", ,365 SW 16TH ST,BOCA RATON,FL,33432,7213,PALM BEACH
FL-I-15291,"USA WINE SOUTH, LLC", ,1350 SHEELER RD,APOPKA,FL,32703,6542,ORANGE
FL-I-15292,ESTELA IMPORTS INC.,UVA CELLARS,2836 STIRLING RD,HOLLYWOOD,FL,33020,1187,BROWARD
FL-I-15294,ALIMENTOS AUSTRALES LLC, ,13045 SW 122ND AVE,MIAMI,FL,33186,6241,MIAMI-DADE
FL-I-15296,"CAPOTE DISTRIBUTORS, LLC", ,4743 NW 72ND AVE,MIAMI,FL,33166,5616,MIAMI-DADE
FL-I-15297,"GOITIA IMPORT EXPORT, INC", ,4330 HILLCREST DR,HOLLYWOOD,FL,33021,7933,BROWARD
FL-I-15298,"TERRANOVA WINE & SPIRITS, INC.",TERRANOVA WINE & SPIRITS,8036 NW 66TH ST,MIAMI,FL,33166,2728,MIAMI-DADE
FL-I-15299,"CELLARIUM IMPORTS, L.L.C.", ,14642 CHATSWORTH MANOR CIR,TAMPA,FL,33626,3304,HILLSBOROUGH
FL-I-15301,VAS IMPORT-EXPORT INC, ,2760 W SUNRISE BLVD,FORT LAUDERDALE,FL,33311,5734,BROWARD
FL-I-15302,"MONTPEYROUX & CO, LLC", ,1508 BAY RD,MIAMI BEACH,FL,33139,3229,MIAMI-DADE
FL-I-15303,INCUBRANDS SPIRITS GROUP LLC,INCUBRANDS SPIRITS GROUP,11211 PROSPERITY FARMS RD,PALM BEACH GARDENS,FL,33410,3401,PALM BEACH
FL-I-15305,SENORIO DE BOCOS INC., ,4805 N HESPERIDES ST,TAMPA,FL,33614,6407,HILLSBOROUGH
FL-I-15306,"A.M. U.S.A., LLC",ALESSANDRO MARTINI USA,1331 S INTERNATIONAL  PKWY,LAKE MARY,FL,32746,1405,SEMINOLE
FL-I-15310,FLORIDAR CORP., ,12491 SW 134TH CT,MIAMI,FL,33186,0,MIAMI-DADE
FL-I-15311,"TRAVELLERS LIQUORS INTERNATIONAL, INC.", ,3740 NW 53RD RD,GAINESVILLE,FL,32653,875,ALACHUA
FL-I-15312,"MANES INVESTMENTS, LLC",MANES IMPORTS,8267 MALVERN CIR,TAMPA,FL,33634,0,HILLSBOROUGH
FL-I-15314,"GOODS WITH PRINCIPLES, L.L.C.", ,1110 BRICKELL AVE,MIAMI,FL,33131,3136,MIAMI-DADE
FL-I-15315,ERNCO WINE GROUP INC., ,2302 HENDERSON WAY,PLANT CITY,FL,33563,7904,HILLSBOROUGH
FL-I-15317,"LATINO MARKETING GROUP, INC.",ANDES WINE,777 BRICKELL AVE,MIAMI,FL,33131,2811,MIAMI-DADE
FL-I-15318,"A&M INTERNATIONAL WINES & SPIRITS, LLC", ,301 N ROME AVE,TAMPA,FL,33606,1641,HILLSBOROUGH
FL-I-15319,"BALI HAI USA, INC.", ,111 VOLLMER AVE,OLDSMAR,FL,34677,2936,PINELLAS
FL-I-1532,"CARLEE MADISON IMPORTS, INC.",CARLEE MADISON IMPORTS,433 PABLO AVE,JACKSONVILLE BEACH,FL,32250,5540,DUVAL
FL-I-15320,CORE IMPORTS LLC, ,1111 LINCOLN RD,MIAMI BEACH,FL,33139,2439,MIAMI-DADE
FL-I-15321,"REPUBLIC NATIONAL DISTRIBUTING COMPANY, LLC",REPUBLIC NATIONAL DISTRIBUTING COMPANY,441 SW 12TH AVE,DEERFIELD BEACH,FL,33442,3109,BROWARD
FL-I-15322,"REPUBLIC NATIONAL DISTRIBUTING COMPANY, LLC",REPUBLIC NATIONAL DISTRIBUTING COMPANY,9423 N MAIN ST,JACKSONVILLE,FL,32218,5749,DUVAL
FL-I-15323,"REPUBLIC NATIONAL DISTRIBUTING COMPANY, LLC",REPUBLIC NATIONAL DISTRIBUTING COMPANY,6526 N W ST,PENSACOLA,FL,32505,0,ESCAMBIA
FL-I-15324,"REPUBLIC NATIONAL DISTRIBUTING COMPANY, LLC",REPUBLIC NATIONAL DISTRIBUTING COMPANY,4901 SAVARESE CIR,TAMPA,FL,33634,2413,HILLSBOROUGH
FL-I-15325,"OLD WORLD WINES, INC.", ,3224 BAY ESTATES DR,MIRAMAR BEACH,FL,32550,7817,WALTON
FL-I-15326,SMARKEX CORP,SMARKEX,829 NE PINE ISLAND  LN,CAPE CORAL,FL,33909,2545,LEE
FL-I-15327,"MOTIVATED LIQUOR IMPORTS, INC.", ,5550 NW 79 AVE,MIAMI,FL,33166,4124,MIAMI-DADE
FL-I-15331,MAVRAKIS WORLD TRADE CORP.,MAVRAKIS IMPORTS AND DISTRIBUTORS,3020 KANANWOOD CT,OVIEDO,FL,32765,8770,SEMINOLE
FL-I-15332,BM USA GROUP CORP, ,398  E DANIA BEACH  BLVD,DANIA BEACH,FL,33004,3051,BROWARD
FL-I-15333,"SPANISH WINE IMPORTS, LLC", ,6710 BENJAMIN RD,TAMPA,FL,33634,4404,HILLSBOROUGH
FL-I-15334,SAN VALENTINO IMPORTS LLC, ,15421  W DIXIE HWY,N MIAMI BEACH,FL,33162,6060,MIAMI-DADE
FL-I-15336,"DUTY FREE AMERICAS MIAMI, LLC",DUTY FREE AMERICAS,2315 NW 107TH AVE,MIAMI,FL,33172,2164,MIAMI-DADE
FL-I-15338,D & A STORES LLC,365 WINES,11318 NW 74TH TER,MIAMI,FL,33178,1363,MIAMI-DADE
FL-I-15339,VERGARA WINE GROUP INC., ,1175 99TH ST,MIAMI BEACH,FL,33154,1763,MIAMI-DADE
FL-I-1534,"C. CHRISTOPHER & ASSOCIATES, INC.", ,20971 VIA JASMINE,BOCA RATON,FL,33428,1332,PALM BEACH
FL-I-15340,F D' MONTSERRAT CO., ,4086  RAYNOLDS  AVE,MIAMI,FL,33133,6166,MIAMI-DADE
FL-I-15341,DANIEL CALLAHAN & ASSOCIATES INC., ,767 NW 7TH DR,BOCA RATON,FL,33486,3523,PALM BEACH
FL-I-15342,"SHER IMPORTS, LLC", ,4929 B N RIVER SHORE DR,TAMPA,FL,33603,1734,HILLSBOROUGH
FL-I-15343,"THIS IS CARMEN, INC.",JELLYRIVERS,11325 SW OLMSTEAD DR,PORT SAINT LUCIE,FL,34987,1947,SAINT LUCIE
FL-I-15345,"MULTISERVICES 4-ALL, INC.", ,2000 ATLANTIC SHORES BLVD,HALLANDALE,FL,33009,2861,BROWARD
FL-I-15346,ZIMMERMAN'S INTERNATIONAL WINE IMPORTS LLC, ,303  AZALEA DR,DESTIN,FL,32541,2303,OKALOOSA
FL-I-15347,"SUNCO IMPORTERS, INC.",SUNCO IMPORTERS,1031 IVES DAIRY RD,MIAMI,FL,33179,2538,MIAMI-DADE
FL-I-15348,"FIVE STAR WINE IMPORTS, LLC", ,3750 HACIENDA BLVD,DAVIE,FL,33314,2825,BROWARD
FL-I-15351,"BROWN HUNTER, INC.", ,215 S TESSIER DR,ST PETE BEACH,FL,33706,2619,PINELLAS
FL-I-15352,"DUTY FREE AMERICAS MIAMI, LLC",DUTY FREE AMERICAS,1800 NW 70TH  AVE,MIAMI,FL,33126,1328,MIAMI-DADE
FL-I-15355,"MADAME DEATHERAGE ET FILLES, INC.",MADAME DEATHERAGE ET FILLES,931 ADAMS ST,HOLLYWOOD,FL,33019,1906,BROWARD
FL-I-15356,"BESTLINE INTERNATIONAL, INC.", ,422 SW 2ND  TER,CAPE CORAL,FL,33991,1949,LEE
FL-I-15359,"GAAMM IMPORTS, INC.", ,10 FAIRWAY DR,DEERFIELD BEACH,FL,33441,1803,BROWARD
FL-I-1536,INTERNATIONAL HOME CENTER INTERIOR INC.,INTERNATIONAL LIQUORS IMPORT & EXPORT,1727 NW 38TH AVE,LAUDERHILL,FL,33311,4138,BROWARD
FL-I-15361,LUXE COLLECTIONS L.L.C.,LUXE VINTAGES,298 NE WAVECREST CT,BOCA RATON,FL,33432,4156,PALM BEACH
FL-I-15362,"PROXIMO SPIRITS, INC.",PROXIMO SPIRITS,12627 SAN JOSE BLVD,JACKSONVILLE,FL,32223,8642,DUVAL
FL-I-15363,LIQUID INTERNATIONAL PREMIUM SPIRITS CO.,L.I.P.S. IMPORT CO.,3000 ISLAND BLVD,AVENTURA,FL,33160,4927,MIAMI-DADE
FL-I-15365,D'AGOSTINI WINE AND SPIRITS LLC, ,7825 NW 29TH ST,DORAL,FL,33122,1100,MIAMI-DADE
FL-I-15366,"CARAVELA WINES, INC.",CARAVELA WINES,4534 FLATWOOD LN,ORLANDO,FL,32829,8668,ORANGE
FL-I-15367,"PREMIUM DISTRIBUTOR & SERVICES, INC", ,9284 SW 21 TER,MIAMI,FL,33165,8110,MIAMI-DADE
FL-I-15368,AZTEC IMPORT INC, ,1015 VENTNOR AVE,DELRAY BEACH,FL,33444,3408,PALM BEACH
FL-I-15369,PRO WINES CORP., ,6431 MILNER BLVD,ORLANDO,FL,32809,6697,ORANGE
FL-I-15372,"SONTIMA IMPORTS, INC.", ,6900 NW 26TH ST,FORT LAUDERDALE,FL,33313,2000,BROWARD
FL-I-15375,ADRIATIC ORGANICS LLC, ,2700 TREASURE COVE CIR,FORT LAUDERDALE,FL,33312,5602,BROWARD
FL-I-15376,"ESPANA FOODS, INC.", ,13923 SW 140TH ST,MIAMI,FL,33186,5524,MIAMI-DADE
FL-I-15378,THE STONE GROUP LLC, ,5701 BAYVIEW DR,FORT LAUDERDALE,FL,33308,2830,BROWARD
FL-I-15379,"VICI WINE AND SPIRITS, LLC",VICI WINE AND SPIRITS,934 N UNIVERSITY DR,CORAL SPRINGS,FL,33071,7029,BROWARD
FL-I-1538,DEMERARA DISTILLERS (USA) INC., ,499  NW 70TH AVE,PLANTATION,FL,33317,7578,BROWARD
FL-I-15381,"VERA FOODS, INC", ,8900 NW 35TH LN,DORAL,FL,33172,1228,MIAMI-DADE
FL-I-15382,"BELLE EPOQUE WINE IMPORTS, LLC",BERTIN HENRI SELECTIONS,10900 NW 21ST ST,DORAL,FL,33172,2024,MIAMI-DADE
FL-I-15383,"NARA IMPORTS, LLC", ,701 BRICKELL KEY BLVD,MIAMI,FL,33131,2676,MIAMI-DADE
FL-I-15384,"R. I. V. A. INVESTMENT, LLC", ,10556 NW 26TH ST,DORAL,FL,33172,5943,MIAMI-DADE
FL-I-15385,"SUTLERS INTERNATIONAL, LLC", ,1728 MEADOW POND WAY,ORLANDO,FL,32824,5052,ORANGE
FL-I-15386,"BULGARIAN WINE IMPORTS, INC.",BULGARIAN WINE IMPORTS,996  BOXFORD LN,ROCKLEDGE,FL,32955,3918,BREVARD
FL-I-15387,"DAVIDSON INDUSTRIES, LLC", ,2060 MATECUMBE KEY RD,PUNTA GORDA,FL,33955,4692,CHARLOTTE
FL-I-15388,"WINES & CAVAS PALACIOS, LLC",WINES & CAVAS PALACIOS,10334 CHADBOURNE DR,TAMPA,FL,33624,5012,HILLSBOROUGH
FL-I-15389,"IMPRIMIS, L.C.",OLIOEVINO,7113 QUAIL RUN CT,FORT MYERS,FL,33908,2167,LEE
FL-I-1539,PROACTIVA TRADING LLC, ,13093 SW 133RD CT,MIAMI,FL,33186,5850,MIAMI-DADE
FL-I-15391,"CHIARA IMPORT, LLC", ,180 33RD AVE NW,NAPLES,FL,34120,1340,COLLIER
FL-I-15392,"STONE COMMERCE, LLC",STONE COMMERCE,140 FOUNTAIN PKWY N,ST PETERSBURG,FL,33716,1285,PINELLAS
FL-I-15393,"NEW LIFE INTERNATIONAL DISTRIBUTORS, L.L.C.", ,2832 STIRLING RD,HOLLYWOOD,FL,33020,1127,BROWARD
FL-I-15394,"RISOLVE, LLC",RISOLVE,2230  SW 70TH  AVE,DAVIE,FL,33317,7131,BROWARD
FL-I-15395,"SCHEINER & ASSOCIATES, LLC", ,7870 LAGO DEL MAR DR,BOCA RATON,FL,33433,4910,PALM BEACH
FL-I-15397,BEDOYA IMPORTS INC., ,1531 NW 3RD ST,DEERFIELD BEACH,FL,33442,1670,BROWARD
FL-I-15398,"TIPPLER WINES AND SPIRITS, INC.", ,350 NW 24TH ST,MIAMI,FL,33127,4326,MIAMI-DADE
FL-I-15399,"CELESTINE SPECIALTY IMPORTS, LLC",CELESTINE WINE  IMPORTS,8520 SW 1ST ST,PEMBROKE PINES,FL,33025,4505,BROWARD
FL-I-15400,VOX WINE GROUP LLC,VOX WINE GROUP,111 2ND AVE NE,ST PETERSBURG,FL,33701,3434,PINELLAS
