PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY
FL-I-15401,"INNOVATIVE LIQUORS, LLC", ,6100 HOLLYWOOD BLVD,HOLLYWOOD,FL,33024,7900,BROWARD
FL-I-15403,DOMAINE & TRADITIONS LLC, ,217 CENTRE ST,AMELIA ISLAND,FL,32034,4285,NASSAU
FL-I-15404,"ROYAL BEVERAGES, INC.", ,4083 SUNBEAM RD,JACKSONVILLE,FL,32257,7505,DUVAL
FL-I-15405,"BODEGAS LAUS 1 USA, LLC",BODEGAS LAUS,12090  NW 71ST ST,PARKLAND,FL,33076,4631,BROWARD
FL-I-15406,INDIGENOUS SELECTIONS LLC,INDIGENOUS,901 PROGRESSO DR,FORT LAUDERDALE,FL,33304,1973,BROWARD
FL-I-15407,"PIK'N RUN, INC.", ,20101  PEACHLAND BLVD,PORT CHARLOTTE,FL,33954,2116,CHARLOTTE
FL-I-15408,MARIA DEL PILAR PIEDRAHITA AND ANDREW PAUL VAJDA,A K IMPORTS,1336 SABAL  TRL,WESTON,FL,33327,1636,BROWARD
FL-I-15409,DIVINE IMPORTS LLC, ,4415  BARNABY DR,JACKSONVILLE,FL,32217,9334,DUVAL
FL-I-15411,"A&M WINE AND SPIRITS, INC.", ,3880 PEMBROKE RD,HOLLYWOOD,FL,33021,8108,BROWARD
FL-I-15412,"CORK & SPIRITS OF NORTH AMERICA, LLC", ,13259 SW 135TH AVE,MIAMI,FL,33186,5879,MIAMI-DADE
FL-I-15413,"BITTNER AMERICA, INC.",BITTNER AMERICA,455 COVE TOWER DR,NAPLES,FL,34110,6521,COLLIER
FL-I-15414,NETWORK COMERCIALIZADORA COLOMBIANA Y UNIVERSAL USA LLC,COCOLUSA,6885 NW 25TH ST,MIAMI,FL,33122,1826,MIAMI-DADE
FL-I-15415,"BE WINE, LLC",BE WINE,5205 W HARBOR VILLAGE DR,VERO BEACH,FL,32967,7313,INDIAN RIVER
FL-I-15416,"DI STASI GROUP, INC.",DI STASI GROUP,8050 NW 8TH ST,MIAMI,FL,33126,4036,MIAMI-DADE
FL-I-15417,CHARLES IMEX LLC, ,8059 TWIN LAKE DR,BOCA RATON,FL,33496,1905,PALM BEACH
FL-I-15418,"J & J SPIRITS, LLC", ,2500 NW 79TH AVE,DORAL,FL,33122,1087,MIAMI-DADE
FL-I-15420,GLOBAL GSC LLC,THE VINES OF AMERICA,1125  W REDDING ST,HERNANDO,FL,34442,3254,CITRUS
FL-I-15422,"FHI IMPORTS, INC.", ,645 S PLUMOSA ST,MERRITT ISLAND,FL,32952,3108,BREVARD
FL-I-15424,ARISTA WINES (U.S.A.) INC.,ARISTA WINES,467 LAKE HOWELL RD,MAITLAND,FL,32751,5922,ORANGE
FL-I-15425,"J & T WINES, INC.", ,5109  DIVENTI CT,SARASOTA,FL,34232,2200,SARASOTA
FL-I-15427,"CPI EXPORT & IMPORT, INC.", ,9090 NW 53RD ST,CORAL SPRINGS,FL,33067,4608,BROWARD
FL-I-1543,RICHARD F. CREMASCHI,CREMASCHI IMPORTS,7500 40TH AVE W,BRADENTON,FL,34209,6471,MANATEE
FL-I-15430,"PRESTIGE BEVERAGES, INC.", ,255 ALHAMBRA CIR,CORAL GABLES,FL,33134,7412,MIAMI-DADE
FL-I-15431,"WICKED IMPORTS, INC.", ,121 S ORANGE AVE,ORLANDO,FL,32801,3241,ORANGE
FL-I-15433,SWEDEN TRADE INC.,KROENLEINS USA,9 S BOULEVARD OF PRESIDENTS,SARASOTA,FL,34236,1423,SARASOTA
FL-I-15434,"CULT FLORIDA, LLC", ,11300  NW 131ST ST,MEDLEY,FL,33178,3114,MIAMI-DADE
FL-I-15435,"P & E PARTNERS, LLC",P & E PARTNERS,12090  NW 71ST ST,PARKLAND,FL,33076,4631,BROWARD
FL-I-15436,"CHILEAN TRADE, INC.", ,13601 SW 143RD CT,MIAMI,FL,33186,5642,MIAMI-DADE
FL-I-15437,MIMMO WINE DISTRIBUTION LLC,MIMMO WINE DISTRIBUTION,4600 TOUCHTON RD E,JACKSONVILLE,FL,32246,1542,DUVAL
FL-I-15438,MONES IMPORTS LLC,MONES IMPORTS,7110 NW 4TH AVE,BOCA RATON,FL,33487,2350,PALM BEACH
FL-I-15439,"SKI IMPORTERS, INC.",COOL WINES AND SPIRITS,5224 SIESTA COVE DR,SARASOTA,FL,34242,1709,SARASOTA
FL-I-1544,"CRISTALL U.S.A., L.L.C.", ,1200 CLINT MOORE RD,BOCA RATON,FL,33487,2718,PALM BEACH
FL-I-15440,"PURE SPIRITS, LLC",PURE SPIRITS,8932 SW 212TH  TER,MIAMI,FL,33189,3866,MIAMI-DADE
FL-I-15441,"CASALDERREY IMPORTERS, INC.", ,4904 14TH AVE E,BRADENTON,FL,34208,5881,MANATEE
FL-I-15442,"ALEBRAND SPIRITS COMPANY, LLC",ATLANTICO IMPORTING COMPANY,6351  SUNSET DR,MIAMI,FL,33143,3842,MIAMI-DADE
FL-I-15444,INTERAMERICAN GOURMET PRODUCTS LLC, ,3500 BENEVA RD,SARASOTA,FL,34232,4638,SARASOTA
FL-I-15445,UNFILTERED UNFINED WINES LLC,UNFILTERED UNFINED WINES,10251 METRO PKWY,FORT MYERS,FL,33966,1010,LEE
FL-I-15446,A & B LEGACY CORP., ,1839 KNIGHT AVE,ORLANDO,FL,32826,4911,ORANGE
FL-I-15447,"SHOTPAQ, LLC",SHOTPAK,1611 NORTHGATE BLVD,SARASOTA,FL,34234,2117,SARASOTA
FL-I-15448,"PUERTO VIEJO WINES, LLC.", ,14 NE FIRST  AVE,MIAMI,FL,33132,2128,MIAMI-DADE
FL-I-15449,ALDAY DISTRIBUTION CORP., ,231 NW 3RD AVE,HALLANDALE BEACH,FL,33009,4027,BROWARD
FL-I-1545,"GLOBAL PARTNERS INTERNATIONAL, INC.",RICORDI USA,607 POLYNESIAN CT,KISSIMMEE,FL,34758,3239,OSCEOLA
FL-I-15450,"SOBE POST, LLC", ,1825 WEST  AVE,MIAMI BEACH,FL,33139,1441,MIAMI-DADE
FL-I-15451,"D'ORIGEN WINES, LLC",D'ORIGEN WINES,18800 NE 29TH AVE,AVENTURA,FL,33180,2853,MIAMI-DADE
FL-I-15452,"STELLA IMPORTS, INC.",INTERNATIONAL WINE LOGISTICS,1775 BLOUNT RD,POMPANO BEACH,FL,33069,5127,BROWARD
FL-I-15454,"MICRO MAN DISTRIBUTORS, INC.",MICRO MAN DISTRIBUTORS,166 DOUGLAS  RD E,OLDSMAR,FL,34677,2939,PINELLAS
FL-I-15455,DESOTO IMPORTS CORP, ,4595 NW 37TH CT,MIAMI,FL,33142,0,MIAMI-DADE
FL-I-15456,SAKU BEER INC., ,1500 NEWCASTLE TER,WELLINGTON,FL,33414,2158,PALM BEACH
FL-I-15457,"PAZ IMPORTS, INC.",PAZ IMPORTS,7181 PROSPERITY CIR,SARASOTA,FL,34238,1502,SARASOTA
FL-I-15460,LICORES GARCIA IMPORTS LLC, ,1337 PINE AVE,ORLANDO,FL,32824,7939,ORANGE
FL-I-15461,"TEQUILANA WEBER, INC.", ,330 CINDY DR,WELLINGTON,FL,33414,5156,PALM BEACH
FL-I-15462,"SALUTE WINES, INC.", ,5041 S STATE RD,DAVIE,FL,33314,5668,BROWARD
FL-I-15463,"GOMI USA, LLC",GOMI USA,11231 US HIGHWAY 1,NORTH PALM BEACH,FL,33408,3216,PALM BEACH
FL-I-15464,"J.J.TAYLOR DISTRIBUTING FLORIDA, INC.", ,3021  CROSSROADS PKWY,FORT PIERCE,FL,34945,0,SAINT LUCIE
FL-I-15466,"GOLD COAST BEVERAGE DISTRIBUTORS, INC.", ,201 EAST COAST ST S,LAKE WORTH,FL,33460,4422,PALM BEACH
FL-I-15467,BOISINEAU INTERNATIONAL COMPANY LLC, ,8429  LEELAND ARCHER BLVD,ORLANDO,FL,32836,8833,ORANGE
FL-I-15468,UNICORP INTERNATIONAL TRADING INC, ,106 N ALBANY AVE,TAMPA,FL,33606,1501,HILLSBOROUGH
FL-I-15470,"R.A. TOMAS ENTERPRISES, INC.",TOMAS IMPORTS,1604 E RIVER DR,MARGATE,FL,33063,2826,BROWARD
FL-I-15471,INNOVINO INTERNATIONAL INC, ,7707 N UNIVERSITY DR,TAMARAC,FL,33321,2954,BROWARD
FL-I-15472,UNITED BRANDS IMPORT LTD CO, ,1321 TYLER ST,HOLLYWOOD,FL,33019,1004,BROWARD
FL-I-15475,"GLOBALBIZ GROUP, CORP.", ,8199 NW 74TH AVE,MEDLEY,FL,33166,7401,MIAMI-DADE
FL-I-15476,COGNAC INC, ,80 S SHORE DR,MIAMI BEACH,FL,33141,6709,MIAMI-DADE
FL-I-15477,ITALCIBUS CORPORATION,ITALCIBUS,376 NE 56TH ST,MIAMI,FL,33137,2539,MIAMI-DADE
FL-I-15479,NOBLE BRANDS IMPORTS INCORPORATED, ,407 LAKE HOWELL  RD,MAITLAND,FL,32751,5911,ORANGE
FL-I-1548,"DUFRY AMERICA SERVICES, INC.", ,10300 NW 19TH ST,DORAL,FL,33172,2538,MIAMI-DADE
FL-I-15480,"GULANA GROUP, INC.", ,8403 VIA SERENA,BOCA RATON,FL,33433,2241,PALM BEACH
FL-I-15481,SOUTH PACIFIC TRADING COMPANY,TAMPA BAY COPACK,15052 RONNIE DR,DADE CITY,FL,33523,6011,PASCO
FL-I-15482,CCE IMPORTS LLC, ,515 E PARK AVE,TALLAHASSEE,FL,32301,2524,LEON
FL-I-15483,IMEX INTERNATIONAL SERVICES CORP,IMEX INTERNATIONAL TRADING,5396 PERGRAN CT,JACKSONVILLE,FL,32257,1229,DUVAL
FL-I-15486,THE IMPORT GROUP LLC, ,809 NW 98TH AVE,PLANTATION,FL,33324,6128,BROWARD
FL-I-15487,SPANIOLA WINERY IMPORTS L.L.C.,SPANIOLA IMPORTS,3896 NW 124TH AVE,CORAL SPRINGS,FL,33065,2459,BROWARD
FL-I-15489,"FLORIDA SELECT IMPORTS, LLC.",FLORIDA SELECT IMPORTS,20844 DEL LUNA DR,BOCA RATON,FL,33433,1788,PALM BEACH
FL-I-15490,"IDEAL WINE AND SPIRITS USA, INC", ,4248 TOWN CENTER BLVD,ORLANDO,FL,32837,6107,ORANGE
FL-I-15491,"MERINOFF SELECTIONS, LLC", ,9900 W BROADVIEW DR,BAY HARBOR ISLANDS,FL,33154,1130,MIAMI-DADE
FL-I-15492,KENSCOFF BREWERY LLC,KENSCOFF BEER,6542 W SAMPLE RD,CORAL SPRINGS,FL,33067,3233,BROWARD
FL-I-15493,PAUL A. LARA,VIP MIAMI,1233 SW 177TH TERRACE,PEMBROKE PINES,FL,33029,4826,BROWARD
FL-I-15496,MICHAEL L. PARKER,PARKER'S WINE BROKERAGE,7 CEDAR TREE  PL,OCALA,FL,34472,8341,MARION
FL-I-15497,"SICILY WINE & PRODUCTS, INC.", ,1941 RAINBOW DR,CLEARWATER,FL,33765,3568,PINELLAS
FL-I-15498,"NGB INTERNATIONAL SPIRITS, LLC", ,429 LENOX AVE,MIAMI BEACH,FL,33139,3313,MIAMI-DADE
FL-I-15499,R & R WINE IMPORTS INC., ,6010 LAS COLINAS CIR,LAKE WORTH,FL,33463,6560,PALM BEACH
FL-I-15500,WAVEL INTERNATIONAL CORP., ,2107 SW 176TH TER,MIRAMAR,FL,33029,5261,BROWARD
FL-I-15504,"BHB IMPORT, LLC", ,704 SEAGATE DR,TAMPA,FL,33602,5749,HILLSBOROUGH
FL-I-15505,"ORSINI S.P.Q.R., INC.",ORSINI S.P.Q.R.,5100 N OCEAN BLVD,FORT LAUDERDALE,FL,33308,3012,BROWARD
FL-I-15506,"KARADECI GROUP, LLC", ,13506 TUFTS PL,TAMPA,FL,33626,2947,HILLSBOROUGH
FL-I-15507,"ZEN VILLAGE, INC.",ZEN VILLAGE,242 S FEDERAL HWY,DANIA,FL,33004,4005,BROWARD
FL-I-15508,"FORMIA IMPORTS, LLC", ,20101  PEACHLAND BLVD,PORT CHARLOTTE,FL,33954,2180,CHARLOTTE
FL-I-15511,"ROYAL BRANDS, INC.",ROYAL BRANDS,1101 11TH WAY,WEST PALM BEACH,FL,33407,6681,PALM BEACH
FL-I-15513,FATTORIA DI MONTECCHIO LLC,MONTECCHIO WINES,11801 US HIGHWAY 1,NORTH PALM BEACH,FL,33408,2844,PALM BEACH
FL-I-15514,MICHAEL DRE L.L.C., ,520 SE FORT KING ST,OCALA,FL,34471,2265,MARION
FL-I-15515,"ALFA WINES, INC.", ,1000 CANOPY WALK LN,PALM COAST,FL,32137,6546,FLAGLER
FL-I-15518,"SHAGINA, INC.",SHAGINA ENTERPRISES,21188 W DIXIE  HWY,MIAMI,FL,33180,1133,MIAMI-DADE
FL-I-1552,JOHN E. NASSIF,NASSIF IMPT & EXPT,31 YALE DR,LAKE WORTH,FL,33460,6358,PALM BEACH
FL-I-15520,TITA ITALIAN IMPORT & EXPORT LLC, ,1000 WEST AVE,MIAMI BEACH,FL,33139,4702,MIAMI-DADE
FL-I-15521,"BRANDMASTERS, INC.", ,7855 NW 12TH ST,DORAL,FL,33126,1819,MIAMI-DADE
FL-I-15523,"4PALMS, LLC", ,5410 W TYSON AVE,TAMPA,FL,33611,3228,HILLSBOROUGH
FL-I-15524,THINKBEAUTIFULLY LLC,BLACKLEAF IMPORTING COMPANY,2414  DOUGLAS AVE NE,WASHINGTON,DC,20018,2100,ORANGE
FL-I-15526,BUENOS AIRES GOODS LLC,MENDOZA SPIRITS,723 NE 2ND AVE,FORT LAUDERDALE,FL,33304,2644,BROWARD
FL-I-15527,"QUAIL INVESTMENTS, INC.", ,7622 SW 129TH PL,MIAMI,FL,33183,4251,MIAMI-DADE
FL-I-15528,"STEELE HOLDINGS GROUP, LLC",STEELE RUM,1801 S FEDERAL HWY,DELRAY BEACH,FL,33483,3335,PALM BEACH
FL-I-1553,TOMA D. TOMOFF, ,2033 MAIN ST,SARASOTA,FL,34237,6049,SARASOTA
FL-I-15530,"GIACOPUZZI AGENCY, LLC", ,1229 SIOUX CT,SPRING HILL,FL,34606,4750,HERNANDO
FL-I-15531,"SANTIS IMPORTS, INC.", ,17102 SW 39TH ST,MIRAMAR,FL,33027,4616,BROWARD
FL-I-15532,UNITED WINE INC., ,1930 NW 54TH AVE,MARGATE,FL,33063,3701,BROWARD
FL-I-15533,"RAMA BUSINESS CONSULTING, INC.", ,518 N TAMPA ST,TAMPA,FL,33602,4820,HILLSBOROUGH
FL-I-15534,"CMA WINE IMPORTS, LLC", ,1216 BRAMLEY LN,DELAND,FL,32720,848,VOLUSIA
FL-I-15535,ZINTAX LIMITED  COMPANY LLC, ,3015 EMATHLA ST,MIAMI,FL,33133,3224,MIAMI-DADE
FL-I-15536,CELEBRATION TRAVEL INC.,CELEBRATION IMPORT & EXPORT,8300 W FLAGLER ST,MIAMI,FL,33144,2096,MIAMI-DADE
FL-I-15537,"FRUIT FORWARD IMPORTERS, LLC", ,107 NW WILLOW GROVE AVE,PORT SAINT LUCIE,FL,34986,3564,SAINT LUCIE
FL-I-15538,"ISLAND SPIRITS, INC.", ,116 VALENCIA BLVD,JUPITER,FL,33458,2726,PALM BEACH
FL-I-15539,BODEGAS BOHEMIO LLC, ,2999 NE 191 ST,AVENTURA,FL,33180,3115,MIAMI-DADE
FL-I-1554,"BURCH & PARTNERS, INC.", ,10810 72ND ST,LARGO,FL,33777,1524,PINELLAS
FL-I-15540,GUSTAVO HAMUI INC., ,15535 NW 12TH PL,PEMBROKE PINES,FL,33028,1617,BROWARD
FL-I-15541,PAZZIONE WINE IMPORTS LLC, ,6104 31ST ST,BRADENTON,FL,34203,5345,MANATEE
FL-I-15542,PIZZO ENTERPRISES CORP., ,11701 SW 2ND ST,PEMBROKE PINES,FL,33025,3490,BROWARD
FL-I-15543,"CANTINA WINE AND SPIRITS, LLC", ,3880 PEMBROKE RD,HOLLYWOOD,FL,33021,8108,BROWARD
FL-I-15544,"AMG ORGANIC IMPORTS, LLC", ,15401 SW 89TH CT,PALMETTO BAY,FL,33157,1917,MIAMI-DADE
FL-I-15547,EXIM INTERTRADING BAN CORPORATION,EXIM BEVERAGE,13538 VILLAGE PARK DR,ORLANDO,FL,32837,7699,ORANGE
FL-I-15549,RUBY MODERN SPIRITS LLC, ,1065 NE 125TH ST,NORTH MIAMI,FL,33161,5855,MIAMI-DADE
FL-I-15550,CALIPARI IMPORTS CORP., ,2612 NW 112 AVE,DORAL,FL,33172,0,MIAMI-DADE
FL-I-15552,"PERFECT SEASON, LLC",PERFECT SEASON IMPORTS,2800 INDIAN RIVER BLVD,VERO BEACH,FL,32960,5272,INDIAN RIVER
FL-I-15554,SELECTIVE WINES & SPIRITS INC,SELECTIVE WINES & SPIRITS,9320 NW 13TH ST,DORAL,FL,33172,2808,MIAMI-DADE
FL-I-15555,FRANK M. BAROUDI,PURO UNO,511 LAKE LOUISE CIR,NAPLES,FL,34110,8656,COLLIER
FL-I-15556,G & M WINES DISTRIBUTORS LLC, ,7300 NW 77TH ST,MEDLEY,FL,33166,2206,MIAMI-DADE
FL-I-15557,"BE SAFE INTERNATIONAL, CORP.", ,11019 MILL CREEK WAY,FT MYERS,FL,33913,6693,LEE
FL-I-15558,"RENANT GROUP, LLC", ,429 LENOX AVE,MIAMI BEACH,FL,33139,6532,MIAMI-DADE
FL-I-15559,"STATON GLOBAL TRADING, LTD.", ,12618 FOX RIDGE DR,BONITA SPRINGS,FL,34135,1411,LEE
FL-I-15560,"BOSSA INTERNATIONAL, INC.", ,5900 COLLINS AVE,MIAMI BEACH,FL,33140,2227,MIAMI-DADE
FL-I-15561,WALCA INTERNATIONAL CORP, ,7066 NW 50TH ST,MIAMI,FL,33166,5634,MIAMI-DADE
FL-I-15562,INTERPREMIUM CORP., ,9500 S DADELAND BLVD,MIAMI,FL,33156,2849,MIAMI-DADE
FL-I-15563,JUSTIN BRASS EXCEPTIONAL WINE IMPORTS LLC, ,1011  78TH ST NW,BRADENTON,FL,34209,1042, 
FL-I-15567,"RENAISSANCE BEVERAGE IMPORTERS, LLC", ,160 COMMERCE RD,BOYNTON BEACH,FL,33426,9386,PALM BEACH
FL-I-15568,"SPIRITS OF THE U.S.A., LLC", ,11215 ST. JOHNS INDUSTRIAL PKWY N,JACKSONVILLE,FL,32246,8499,DUVAL
FL-I-15569,"FARRINGTON FINE WINES & SPIRITS, LLC", ,3115 81ST CT E,BRADENTON,FL,34211,0,MANATEE
FL-I-1557,DISCOVERY 2000 CORPORATION, ,8760 NW 99TH ST,MEDLEY,FL,33178,1474,MIAMI-DADE
FL-I-15570,BAY WINE TRADERS LLC, ,9239 BRINDLEWOOD DR,ODESSA,FL,33556,3155,HILLSBOROUGH
FL-I-15571,"MD II, LLC", ,7061 S TAMIAMI TRL,SARASOTA,FL,34231,5559,SARASOTA
FL-I-15572,"HELENE MOUTY, INC.", ,5700 COLLINS AVE,MIAMI BEACH,FL,33140,2308,MIAMI-DADE
FL-I-15573,"MATINICUS WINES, LLC", ,896 W PENN HILLS CT,BEVERLY HILLS,FL,34465,3368,CITRUS
FL-I-15574,G4 ALLIANCE CORPORATION,G4 INTERNATIONAL DISTRIBUTIONS,3075 EAGLE CROSSING DR,KISSIMMEE,FL,34746,3164,OSCEOLA
FL-I-15575,VINUM ORBIS INTERNATIONAL LLC,TERROIR WINE CELLARS,2401 BAYSHORE BLVD,TAMPA,FL,33629,7302,HILLSBOROUGH
FL-I-15577,GLOBAL RESOURCE EXCHANGE LLC, ,950 BRICKELL BAY DR,MIAMI,FL,33131,3931,MIAMI-DADE
FL-I-15578,"PETKOV EXPORTS, INC.",PETKOV EXPORTS,405 ATLANTIS RD,CAPE CANAVERAL,FL,32920,5532,BREVARD
FL-I-15579,"LEGRAND ENTERPRISE, INC",YAYA'S WINE & MORE,1921 NE 147TH ST,NORTH MIAMI,FL,33181,0,MIAMI-DADE
FL-I-1558,"LONSTEIN ENTERPRISES, INC.",LONSTEIN ENTERPRISES,4701 SW 45TH ST,FT LAUDERDALE,FL,33314,0,BROWARD
FL-I-15580,"M6 INTERNATIONAL, LLC",M6 INTERNATIONAL,2475 ANDROS LN,FORT LAUDERDALE,FL,33312,4743,BROWARD
FL-I-15581,"GLOBAL NEEDS, LLC", ,18421 LAKE BEND DR,JUPITER,FL,33458,3800,PALM BEACH
FL-I-15582,"JAM, LLC", ,1393 WOLFE ST,JACKSONVILLE,FL,32205,8375,DUVAL
FL-I-15585,SPRING GLORY CORPORATION, ,12982 SW 89TH AVE,MIAMI,FL,33176,5850,MIAMI-DADE
FL-I-15586,"VIAMAR IMPORTS, LLC", ,5823 BOWEN DANIEL DR,TAMPA,FL,33616,1475,HILLSBOROUGH
FL-I-15588,VERASION INC, ,1105  FORT CLARKE BLVD,GAINESVILLE,FL,32606,7124,ALACHUA
FL-I-15589,CFE TECHNOLOGIES CORP., ,8800 NW 23RD ST,DORAL,FL,33172,2420,MIAMI-DADE
FL-I-15590,"FRONTAURA IMPORTS, LLC",FRONTAURA IMPORTS,1000 BRICKELL AVE,MIAMI,FL,33131,3023,MIAMI-DADE
FL-I-15592,"PREMIER BEVERAGE COMPANY, LLC", ,6031 MADISON AVE,TAMPA,FL,33619,0,HILLSBOROUGH
FL-I-15593,"BESPOKE BRANDS, LLC", ,2550 NW 49TH ST,BOCA RATON,FL,33434,2527,PALM BEACH
FL-I-15594,"GLOBAL WINES & FOODS, INC.", ,8554 NW 61ST ST,MIAMI,FL,33166,3309,MIAMI-DADE
FL-I-15595,"SUPERB WINES INTERNATIONAL, LLC", ,33 S 9TH AVE,PENSACOLA,FL,32502,6196,ESCAMBIA
FL-I-15597,"ER IMPORTS, INC.", ,1289 N US HIGHWAY 1,ORMOND BEACH,FL,32174,723,VOLUSIA
FL-I-15598,AMERICAN INTERNATIONAL WINE IMPORT CO., ,1720 E VENICE AVE,VENICE,FL,34292,3190,SARASOTA
FL-I-15600,"ALBERELLO IMPORTS, LLC", ,7006 STAPOINT CT,WINTER PARK,FL,32792,8206,ORANGE
FL-I-15601,"PHOENIX IMPORTS, INC.","PHOENIX IMPORTS, LTD.",19010 70TH  AVE E,BRADENTON,FL,34211,7521,MANATEE
FL-I-15603,"CARIBBEAN AIRLINES, INC.",CARIBBEAN EXPORT SUPPLY,7000 NW 32 AVE,MIAMI,FL,33147,2624,MIAMI-DADE
FL-I-15605,LMP IMPORTS LLC, ,2332 17TH ST,SARASOTA,FL,34234,1927,SARASOTA
FL-I-15606,EURO-AMERI-SOUTH-IMPORTS CORPORATION,E.A.S.I.,12105 SW 129  CT,MIAMI,FL,33186,6859,MIAMI-DADE
FL-I-15607,"JAMAICAN RUMS, INC.", ,1060 SUNSET STRIP,SUNRISE,FL,33313,6106,BROWARD
FL-I-15608,"INVENTIA USA, LLC", ,159 PROGRESS CIR,VENICE,FL,34285,0,SARASOTA
FL-I-15609,"TERRAVINO, LLC.", ,777 BRICKELL AVE,MIAMI,FL,33131,2867,MIAMI-DADE
FL-I-15610,"ITALIAN WINE IMPORTS OF FLORIDA, INC.", ,1508 BAY RD,MIAMI,FL,33139,3246,MIAMI-DADE
FL-I-15612,"GREEN WEENIE BRANDS, INC",GREEN WEENIE BRANDS,3117 W OAKLYN AVE,TAMPA,FL,33609,4633,HILLSBOROUGH
FL-I-15614,DISTRIBUIDORA TERRA NOSTRA LLC, ,333 NW 31 AVE,MIAMI,FL,33125,5057,MIAMI-DADE
FL-I-15615,"BERRY CREEK WINE AND SPIRITS, LLC", ,1888 NW 7TH ST,MIAMI,FL,33125,3504,MIAMI-DADE
FL-I-15618,"REAL WINES IMPORT EXPORT, LLC", ,1360 SW DYER POINT RD,PALM CITY,FL,34990,4222,MARTIN
FL-I-15619,"TEQUILA ORGANICO, INC.", ,31 SE 5TH ST,MIAMI,FL,33131,2514,MIAMI-DADE
FL-I-15621,PAUL ROBERT JONES LLC,GLOBAL WINES FL GULF,6308 BENJAMIN RD,TAMPA,FL,33634,5174,HILLSBOROUGH
FL-I-15622,"JUST QUALITY IMPORTER, INC.", ,1040 COLLIER CENTER WAY,NAPLES,FL,34110,8480,COLLIER
FL-I-15623,"NESCI, INC", ,7601 E TREASURE DR,NORTH BAY VILLAGE,FL,33141,4391,MIAMI-DADE
FL-I-15624,MAGIC SPIRITS LLC, ,4513 PARK EDEN CIR,ORLANDO,FL,32810,1906,ORANGE
FL-I-15626,GOLDEN GATES IMPORTERS LLC,GOLDEN GATES IMPORTERS,15051 ROYAL OAKS LN,MIAMI,FL,33181,2458,MIAMI-DADE
FL-I-15627,"VINO ESPECIAL IMPORTS, LLC",VINO ESPECIAL IMPORTS,617 W SURF SPRAY LN,PONTE VEDRA BEACH,FL,32082,2785,SAINT JOHNS
FL-I-15628,"MENDOZA DIRECT, LLC", ,210 WOODLAND ESTATES AVE,RUSKIN,FL,33570,4591,HILLSBOROUGH
FL-I-15629,WOW EXCLUSIVE LLC, ,7649 GULF BLVD,NAVARRE,FL,32566,7008,SANTA ROSA
FL-I-15630,"BRAND NAME IMPORTS, INC.", ,6218 CLARITY CT,SARASOTA,FL,34240,9601,SARASOTA
FL-I-15631,"VINAMERICAS, INC.",INDEPENDENCE IMPORTS,8101 BISCAYNE BLVD,MIAMI,FL,33138,4663,MIAMI-DADE
FL-I-15632,"EURO AMERICAN EXPORTERS, INC.",ROUGE BLVD USA,6529 MILLHOPPER RD,GAINESVILLE,FL,32653,3123,ALACHUA
FL-I-15633,"AMO IMPORTS, INC.", ,312 CANAL ST,MULBERRY,FL,33860,0,POLK
FL-I-15634,OSVALDO RUBINI, ,54 ISLE OF VENICE DR,FT LAUDERDALE,FL,33301,4014,BROWARD
FL-I-15635,B.C.I. LLC,B.C.I TECHNICAL SOLUTIONS,515 COOPER COMMERCE DR,APOPKA,FL,32703,6222,ORANGE
FL-I-15636,"ATTITUDE BEVERAGE, LLC", ,1160 SOUTH ROGERS CIR,BOCA RATON,FL,33487,2786,PALM BEACH
FL-I-15638,"ALTAMIRA SOUTH WINE IMPORT & DISTRIBUTION, INC.",ALTAMIRA SOUTH,420 STIRLING RD,DANIA BEACH,FL,33004,3626,BROWARD
FL-I-15639,"VINA DEL MAR IMPORTS, LLC", ,2116 NE 25TH ST,WILTON MANORS,FL,33305,1530,BROWARD
FL-I-1564,"GREEK BOYS CHOICE, INC.", ,744 ANCLOTE RD,TARPON SPRINGS,FL,34689,6703,PINELLAS
FL-I-15640,"AZENTOS, L.L.C.",AZENTOS GOURMET,8101 NW 33RD ST,DORAL,FL,33122,1005,MIAMI-DADE
FL-I-15641,"ALL STAR IMPORTS, LLC", ,12955 SW 42ND ST,MIAMI,FL,33175,2928,MIAMI-DADE
FL-I-15642,"FUSSE DISTRIBUTORS, LLC", ,327 NE 59TH TER,MIAMI,FL,33137,2122,MIAMI-DADE
FL-I-15643,PRESTIGE SPIRITS INC., ,1840 CORAL WAY,MIAMI,FL,33145,2748,MIAMI-DADE
FL-I-15644,CID IMPORTS INC., ,9050 SW 40TH ST,MIAMI,FL,33165,5343,MIAMI-DADE
FL-I-15648,NATIONAL TECHNOLOGIES IMPORT-EXPORT CORP., ,7901 NW 66TH ST,MIAMI,FL,33166,2727,MIAMI-DADE
FL-I-15649,"ALLIED GROUP DISTRIBUTIONS, LLC",TATTOO BEVERAGE DISTRIBUTORS,12966 SW 133RD CT,MIAMI,FL,33186,6173,MIAMI-DADE
FL-I-1565,"CARAT GASTRONOMY SERVICES, INC.", ,9133 NW BAY BLVD,ORLANDO,FL,32819,4033,ORANGE
FL-I-15650,STROJEXPORT U.S.A. CORP., ,20283 STATE ROAD 7,BOCA RATON,FL,33498,6903,PALM BEACH
FL-I-15651,"CURY GROUP 1, CORP.", ,8216 NW 30TH TER,DORAL,FL,33122,1914,MIAMI-DADE
